시군구,사고월,사고일,01일,02일,03일,04일,05일,06일,07일,08일,09일,10일,11일,12일,13일,14일,15일,16일,17일,18일,19일,20일,21일,22일,23일,24일,25일,26일,27일,28일,29일,30일,31일
금정구,10월,부상[명],-,9,2,3,-,10,4,12,1,1,2,9,2,3,-,2,1,5,4,1,6,2,5,5,2,-,5,5,3,10,9
금정구,10월,(중상자[명]),-,2,0,0,-,3,2,3,0,1,0,1,1,1,-,0,0,2,1,0,5,1,1,2,0,-,1,2,0,5,0
강서구,05월,사고[건],1,3,1,4,-,3,2,3,2,1,2,1,-,4,5,-,1,3,2,3,1,2,1,-,2,1,1,4,2,1,1
강서구,05월,사망[명],0,0,0,0,-,0,0,0,0,0,0,0,-,0,0,-,0,1,0,0,0,0,0,-,0,0,0,0,0,0,0
강서구,05월,부상[명],1,5,1,6,-,7,2,3,2,1,6,1,-,6,6,-,1,2,3,3,1,2,1,-,3,1,1,5,2,1,1
강서구,05월,(중상자[명]),0,2,1,1,-,3,0,1,0,0,1,1,-,1,1,-,1,0,2,0,0,1,1,-,1,1,0,1,0,1,1
강서구,06월,사고[건],1,4,2,1,2,3,1,2,5,2,2,-,3,-,2,2,3,4,2,1,2,1,2,1,1,1,1,2,4,2,-
강서구,06월,사망[명],0,0,0,0,0,0,0,0,0,0,0,-,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
강서구,06월,부상[명],1,4,5,1,3,6,1,2,5,3,2,-,3,-,3,3,3,6,2,1,2,2,3,1,2,1,1,4,5,2,-
강서구,06월,(중상자[명]),1,0,0,1,0,1,0,1,0,0,2,-,0,-,0,1,1,0,0,0,1,1,0,1,0,1,1,2,2,0,-
강서구,07월,사고[건],2,2,2,4,1,2,2,2,3,2,2,1,1,-,3,3,4,1,-,-,8,4,2,1,-,1,4,1,3,1,1
강서구,07월,사망[명],1,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,-,-,0,0,0,0,-,0,0,0,1,0,0
강서구,07월,부상[명],1,3,5,4,2,2,3,2,6,2,3,1,1,-,5,3,7,3,-,-,9,5,3,1,-,1,4,2,8,1,1
강서구,07월,(중상자[명]),0,1,1,2,0,0,0,1,1,0,2,1,0,-,2,1,1,0,-,-,4,1,1,0,-,0,1,1,3,0,0
강서구,08월,사고[건],1,1,2,1,1,2,1,3,2,3,2,2,2,2,1,-,-,2,2,2,5,2,2,4,2,4,4,4,1,1,-
강서구,08월,사망[명],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,0,0,1,0,0,0,1,0,1,0,0,0,-
강서구,08월,부상[명],1,1,2,1,1,3,4,4,3,3,6,5,4,2,1,-,-,2,3,2,9,9,4,6,1,6,4,4,2,1,-
강서구,08월,(중상자[명]),0,0,1,0,0,1,3,0,2,2,0,1,0,0,1,-,-,0,2,1,3,2,0,2,1,3,1,3,2,0,-
강서구,09월,사고[건],1,1,3,3,1,-,1,3,5,-,3,1,-,2,3,3,3,6,1,1,2,2,1,-,1,-,1,1,4,-,-
강서구,09월,사망[명],0,0,0,0,0,-,0,0,0,-,0,0,-,0,0,0,0,0,0,0,0,0,0,-,0,-,0,0,0,-,-
강서구,09월,부상[명],1,2,8,6,1,-,1,4,6,-,3,1,-,2,3,4,3,7,2,1,3,4,3,-,1,-,1,1,5,-,-
강서구,09월,(중상자[명]),0,1,4,1,0,-,0,0,0,-,0,0,-,0,0,3,2,4,0,0,2,1,0,-,0,-,1,0,2,-,-
강서구,10월,사고[건],-,-,3,3,1,3,4,4,2,-,3,7,-,9,3,-,2,1,1,-,3,1,5,3,5,4,1,2,3,3,4
강서구,10월,사망[명],-,-,0,0,0,0,0,0,0,-,0,0,-,0,0,-,0,0,0,-,0,0,0,0,0,0,0,1,0,0,1
강서구,10월,부상[명],-,-,4,3,1,4,4,5,3,-,8,7,-,13,3,-,2,1,1,-,5,1,6,6,5,4,1,2,6,5,3
강서구,10월,(중상자[명]),-,-,2,0,0,0,0,3,0,-,4,4,-,5,2,-,1,1,0,-,0,0,1,0,3,2,0,0,2,1,2
연제구,05월,사고[건],3,3,2,4,3,1,2,3,2,-,2,3,2,2,1,-,-,2,2,4,1,6,-,1,-,2,-,1,3,-,3
연제구,05월,사망[명],0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,-,-,0,0,0,0,0,-,0,-,0,-,0,0,-,0
연제구,05월,부상[명],5,5,2,8,3,1,2,5,5,-,2,3,3,2,1,-,-,3,2,4,1,8,-,2,-,2,-,1,3,-,4
연제구,05월,(중상자[명]),1,1,0,3,2,0,0,2,0,-,0,1,0,0,0,-,-,2,0,3,1,1,-,0,-,0,-,0,0,-,1
연제구,06월,사고[건],3,3,3,4,1,2,2,3,4,4,-,2,5,2,4,5,3,2,3,4,2,5,3,5,1,3,3,3,6,-,-
연제구,06월,사망[명],0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
연제구,06월,부상[명],3,4,3,6,1,3,2,3,5,7,-,3,14,3,4,7,5,2,3,4,3,8,3,6,1,4,8,5,10,-,-
연제구,06월,(중상자[명]),0,1,3,2,0,1,0,2,1,1,-,1,0,0,1,2,2,0,1,1,0,4,1,2,1,1,1,1,3,-,-
연제구,07월,사고[건],2,2,3,3,1,3,2,1,6,1,-,1,3,1,2,2,4,-,1,1,2,11,3,1,2,1,-,-,4,2,1
연제구,07월,사망[명],0,0,0,1,0,0,0,0,0,0,-,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,-,-,0,0,0
연제구,07월,부상[명],2,2,5,4,1,4,3,1,11,1,-,1,7,1,2,4,4,-,2,3,3,16,5,1,2,1,-,-,5,3,1
연제구,07월,(중상자[명]),2,1,2,1,0,1,2,0,2,0,-,1,1,0,1,0,2,-,1,2,1,2,0,1,1,0,-,-,0,0,0
연제구,08월,사고[건],-,1,-,1,3,1,1,2,2,2,3,2,1,5,2,-,1,2,3,5,1,-,-,-,3,-,1,3,3,3,1
연제구,08월,사망[명],-,0,-,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,-,-,-,0,-,0,0,0,0,0
연제구,08월,부상[명],-,3,-,1,3,2,1,3,2,2,5,2,1,10,3,-,1,3,4,5,1,-,-,-,7,-,1,3,8,3,2
연제구,08월,(중상자[명]),-,1,-,1,0,1,0,0,0,1,1,1,0,2,1,-,1,0,1,2,0,-,-,-,1,-,1,0,2,3,1
연제구,09월,사고[건],1,2,-,1,3,1,1,2,1,2,2,1,1,1,2,-,3,2,2,4,4,2,2,3,2,1,3,3,3,4,-
연제구,09월,사망[명],0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-
연제구,09월,부상[명],1,2,-,1,3,1,1,2,1,2,3,1,1,1,2,-,2,2,3,5,5,2,4,3,2,1,3,4,4,5,-
연제구,09월,(중상자[명]),0,2,-,0,0,0,0,2,0,0,0,0,0,0,0,-,0,0,2,1,1,1,0,1,1,1,2,0,0,2,-
연제구,10월,사고[건],1,1,2,-,2,-,2,4,2,2,1,1,4,-,2,1,3,-,4,3,2,1,2,1,1,1,3,3,4,2,4
연제구,10월,사망[명],0,0,0,-,0,-,0,0,0,0,0,0,0,-,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0
연제구,10월,부상[명],1,2,2,-,3,-,2,9,6,2,1,1,12,-,2,1,4,-,5,4,3,1,3,1,3,2,4,5,5,2,4
연제구,10월,(중상자[명]),0,0,1,-,1,-,0,2,4,0,0,1,2,-,1,0,0,-,0,0,1,0,0,1,0,0,1,0,1,0,0
수영구,05월,사고[건],2,1,1,1,3,1,2,1,-,3,1,5,6,1,2,-,3,-,3,4,3,-,1,1,5,1,1,-,2,2,2
수영구,05월,사망[명],0,0,0,0,0,0,0,0,-,0,1,0,0,0,0,-,0,-,0,0,0,-,0,0,0,0,0,-,0,0,0
수영구,05월,부상[명],3,2,2,1,5,1,2,3,-,7,1,7,8,1,2,-,4,-,3,4,4,-,1,1,7,2,4,-,4,2,2
수영구,05월,(중상자[명]),1,1,0,0,1,0,2,0,-,4,1,2,1,0,2,-,1,-,1,0,2,-,1,0,2,0,0,-,1,0,0
수영구,06월,사고[건],2,5,2,-,1,-,2,3,2,1,2,-,3,-,1,1,2,1,8,1,2,2,1,-,-,2,6,-,2,1,-
수영구,06월,사망[명],0,0,0,-,0,-,0,0,0,0,0,-,0,-,0,0,0,0,0,0,1,0,0,-,-,0,0,-,0,0,-
수영구,06월,부상[명],2,8,4,-,1,-,2,3,3,1,3,-,4,-,1,1,2,1,11,1,1,3,1,-,-,2,11,-,2,1,-
수영구,06월,(중상자[명]),0,1,1,-,0,-,1,0,0,0,0,-,0,-,0,1,2,0,3,0,0,1,1,-,-,0,2,-,1,0,-
수영구,07월,사고[건],4,2,1,1,3,1,1,3,2,4,2,3,2,3,5,3,1,2,3,1,1,2,3,2,1,2,2,1,2,4,1
수영구,07월,사망[명],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
수영구,07월,부상[명],4,3,1,1,4,1,1,3,2,5,2,4,2,4,5,3,1,3,3,1,1,2,2,2,1,3,2,1,2,4,2
수영구,07월,(중상자[명]),1,1,1,0,0,1,1,0,0,0,0,0,0,0,2,0,0,1,1,0,0,1,1,1,0,0,0,0,1,1,1
수영구,08월,사고[건],2,1,3,1,1,1,3,-,1,-,2,1,3,1,3,2,4,2,1,2,-,3,2,3,3,3,3,2,1,-,3
수영구,08월,사망[명],0,0,0,0,0,0,0,-,0,-,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,-,0
수영구,08월,부상[명],4,1,4,2,1,1,5,-,1,-,3,1,5,2,6,2,7,2,1,2,-,4,4,4,5,3,3,3,2,-,5
수영구,08월,(중상자[명]),0,1,0,0,0,0,0,-,1,-,1,0,0,0,0,2,1,0,1,1,-,2,1,1,0,3,0,1,1,-,2
수영구,09월,사고[건],3,2,4,-,2,4,1,2,3,3,2,2,2,1,7,-,4,-,2,-,2,1,2,2,1,4,3,6,4,3,-
수영구,09월,사망[명],0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,-,0,-,0,-,0,0,0,0,0,0,0,0,1,0,-
수영구,09월,부상[명],6,2,4,-,2,4,2,3,3,3,3,3,3,1,8,-,4,-,3,-,3,3,2,3,1,5,3,9,3,3,-
수영구,09월,(중상자[명]),2,1,1,-,1,1,0,1,3,1,1,2,0,0,2,-,2,-,0,-,0,0,1,1,1,0,1,3,1,0,-
수영구,10월,사고[건],3,1,2,1,1,1,1,1,3,-,2,2,3,2,4,1,2,5,2,-,-,2,1,2,-,2,-,1,1,-,1
수영구,10월,사망[명],0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,-,-,1,0,0,-,0,-,0,0,-,0
수영구,10월,부상[명],4,3,3,1,1,1,1,1,3,-,4,6,5,2,5,1,3,8,2,-,-,2,1,2,-,3,-,1,1,-,1
수영구,10월,(중상자[명]),3,0,0,0,1,0,0,0,0,-,0,3,1,0,0,0,0,2,1,-,-,0,0,1,-,0,-,0,1,-,0
사상구,05월,사고[건],3,-,1,3,2,2,2,5,1,2,3,6,5,2,4,4,-,4,4,5,1,4,3,-,1,4,1,4,4,3,1
사상구,05월,사망[명],0,-,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-,0,0,0,0,0,0,-,0,0,0,0,0,0,0
사상구,05월,부상[명],4,-,2,3,2,2,2,5,0,2,3,7,7,5,4,8,-,4,7,11,4,8,4,-,2,5,1,4,5,4,1
사상구,05월,(중상자[명]),1,-,0,2,1,0,1,1,0,1,0,0,2,0,0,5,-,0,1,1,0,0,1,-,0,0,0,1,1,0,0
사상구,06월,사고[건],2,6,3,4,7,2,-,1,3,2,3,3,4,3,4,2,1,2,-,1,2,2,7,2,1,3,1,-,2,3,-
사상구,06월,사망[명],0,0,0,0,0,0,-,0,1,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,-,0,0,-
사상구,06월,부상[명],2,9,5,6,10,3,-,1,2,2,4,4,5,6,5,3,1,2,-,1,3,2,11,5,1,3,1,-,2,4,-
사상구,06월,(중상자[명]),1,4,0,2,2,0,-,1,0,0,2,0,1,3,1,1,0,1,-,0,0,1,6,0,0,1,0,-,0,0,-
사상구,07월,사고[건],2,1,3,5,-,3,2,-,2,4,-,1,3,1,1,3,3,2,3,3,1,5,5,4,3,-,3,4,1,3,1
사상구,07월,사망[명],0,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0
사상구,07월,부상[명],4,1,5,6,-,3,3,-,2,4,-,2,3,1,1,5,3,5,4,4,7,9,5,4,6,-,4,4,1,6,1
사상구,07월,(중상자[명]),0,0,1,1,-,2,1,-,2,1,-,0,0,0,0,1,1,2,0,0,0,1,2,1,1,-,0,0,0,0,1
사상구,08월,사고[건],4,1,4,3,1,3,1,3,3,1,5,5,4,7,4,1,2,3,4,3,2,1,1,-,2,1,3,1,1,1,2
사상구,08월,사망[명],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-,0,0,0,0,0,0,0
사상구,08월,부상[명],5,1,5,3,5,3,1,4,3,1,5,6,4,9,4,1,2,3,5,3,2,2,1,-,5,1,5,1,2,1,4
사상구,08월,(중상자[명]),1,1,1,0,1,1,1,1,2,0,1,3,2,4,2,0,0,0,4,0,1,0,0,-,1,1,4,0,0,1,0
사상구,09월,사고[건],1,1,-,2,1,1,-,3,-,4,2,1,-,-,5,1,-,2,5,2,3,2,-,2,3,2,1,6,2,2,-
사상구,09월,사망[명],0,0,-,0,0,0,-,0,-,0,1,0,-,-,1,0,-,0,0,0,0,0,-,0,0,0,0,0,0,0,-
사상구,09월,부상[명],1,1,-,3,1,1,-,3,-,4,1,1,-,-,5,1,-,3,5,3,3,2,-,2,3,3,1,10,5,4,-
사상구,09월,(중상자[명]),1,0,-,0,0,1,-,1,-,1,0,0,-,-,2,0,-,1,1,1,2,0,-,2,1,1,0,3,1,0,-
사상구,10월,사고[건],-,1,-,1,5,4,1,1,3,1,3,2,3,4,3,1,3,3,1,5,3,2,2,2,3,3,3,3,4,4,-
사상구,10월,사망[명],-,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
사상구,10월,부상[명],-,1,-,1,6,4,1,1,4,1,3,2,4,6,4,1,6,3,2,6,3,2,2,3,3,3,4,5,5,4,-
사상구,10월,(중상자[명]),-,1,-,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,0,1,0,0,1,1,0,1,2,3,1,-
기장군,05월,사고[건],2,3,1,-,1,1,1,1,3,3,1,1,-,2,1,3,1,-,-,2,1,-,6,2,1,2,2,2,1,3,-
기장군,05월,사망[명],0,0,0,-,0,0,0,0,0,0,0,0,-,0,0,0,0,-,-,0,0,-,0,0,0,0,0,0,0,0,-
기장군,05월,부상[명],4,3,1,-,1,1,3,1,6,4,1,1,-,4,3,8,1,-,-,6,2,-,11,3,1,2,4,3,1,10,-
기장군,05월,(중상자[명]),0,2,1,-,1,0,0,1,3,0,0,0,-,0,0,1,0,-,-,0,0,-,0,1,0,2,0,2,0,4,-
기장군,06월,사고[건],4,-,2,-,2,2,1,2,-,-,1,1,1,1,1,2,1,-,3,2,2,3,-,3,-,-,3,1,5,2,-
기장군,06월,사망[명],0,-,0,-,0,0,0,0,-,-,0,0,0,0,0,0,0,-,0,0,0,0,-,0,-,-,0,0,0,0,-
기장군,06월,부상[명],4,-,2,-,3,4,1,4,-,-,2,2,2,1,1,3,1,-,4,4,2,3,-,3,-,-,6,1,11,3,-
기장군,06월,(중상자[명]),1,-,0,-,0,0,0,0,-,-,1,0,0,0,0,0,0,-,1,0,1,1,-,0,-,-,0,0,0,1,-
기장군,07월,사고[건],3,-,1,3,2,1,1,2,-,1,-,1,3,-,-,1,1,4,1,1,-,1,3,1,-,3,-,-,2,3,2
기장군,07월,사망[명],0,-,0,0,0,0,0,0,-,0,-,0,0,-,-,0,0,0,0,0,-,0,0,0,-,0,-,-,0,0,0
기장군,07월,부상[명],6,-,1,5,3,1,1,2,-,1,-,1,3,-,-,1,1,12,1,1,-,1,4,1,-,4,-,-,4,6,7
기장군,07월,(중상자[명]),1,-,1,3,2,0,0,0,-,0,-,1,2,-,-,1,0,1,1,1,-,0,0,0,-,1,-,-,1,0,0
기장군,08월,사고[건],-,3,-,2,4,1,2,3,3,2,1,4,2,1,1,2,3,2,4,1,1,3,2,1,2,2,-,-,4,4,-
기장군,08월,사망[명],-,0,-,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-,-,0,0,-
기장군,08월,부상[명],-,7,-,3,3,1,3,3,9,5,2,4,4,1,1,6,5,2,9,1,1,9,2,1,2,6,-,-,12,4,-
기장군,08월,(중상자[명]),-,1,-,0,1,0,0,1,1,0,0,1,2,0,0,0,3,1,1,0,0,0,1,1,1,1,-,-,2,0,-
기장군,09월,사고[건],1,1,1,-,1,-,4,1,-,1,1,1,2,2,5,1,5,1,2,2,2,-,1,1,-,1,3,1,-,1,-
기장군,09월,사망[명],0,0,0,-,0,-,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,-,0,0,0,-,0,-
기장군,09월,부상[명],1,1,2,-,2,-,6,1,-,3,1,1,2,2,11,1,8,1,8,3,2,-,1,2,-,1,8,1,-,1,-
기장군,09월,(중상자[명]),0,0,0,-,0,-,0,1,-,0,0,0,0,1,1,0,2,0,0,1,2,-,0,0,-,0,2,1,-,0,-
기장군,10월,사고[건],-,4,1,-,1,2,1,1,2,4,1,4,2,1,1,3,1,1,-,1,1,-,-,2,2,1,-,-,2,2,5
기장군,10월,사망[명],-,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,-,-,1,0,0,-,-,0,0,0
기장군,10월,부상[명],-,8,2,-,1,2,1,1,2,7,1,6,10,2,2,5,6,3,-,1,1,-,-,1,5,1,-,-,2,6,6
기장군,10월,(중상자[명]),-,0,0,-,0,0,0,0,0,1,0,0,0,2,0,1,0,0,-,0,0,-,-,0,0,0,-,-,2,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
